0.007	-0.015	-0.059	0.008	-0.002	0.001	0.135	0.077	0.730	0.026	-0.005	0.002	0.743	0.049	0.147	0.651	0.026	-0.005	0.002	0.006	-0.015	0.003	0.077	-0.000	0.017	0.676	0.666	0.716	0.618	0.076	0.231	0.830	-0.018	0.742	0.060	0.148	0.651	0.033	-0.019	0.002	0.836	0.003	0.006	0.010	0.032	0.076	0.000	0.016	0.076	-0.016	
0.007	-0.015	-0.060	0.006	-0.003	0.001	0.141	0.075	0.730	0.020	-0.010	0.003	0.743	0.055	0.149	0.651	0.020	-0.010	0.003	0.013	-0.014	0.004	0.075	-0.003	0.018	0.690	0.690	0.732	0.644	0.073	0.231	0.840	-0.018	0.742	0.063	0.149	0.651	0.022	-0.019	0.002	0.845	0.003	0.006	0.008	0.004	0.075	-0.002	0.018	0.076	-0.016	
-0.000	-0.010	-0.076	0.001	-0.007	0.000	0.145	0.072	0.730	0.002	-0.026	0.001	0.742	0.060	0.150	0.650	0.002	-0.026	0.001	0.020	-0.014	0.006	0.072	-0.005	0.017	0.640	0.624	0.630	0.584	0.062	0.231	0.800	-0.005	0.742	0.064	0.124	0.656	-0.045	-0.072	0.009	0.803	0.003	0.006	0.006	0.007	0.053	-0.017	-0.002	0.076	-0.016	
-0.000	-0.009	-0.067	-0.012	-0.020	0.002	0.140	0.062	0.728	-0.040	-0.063	0.007	0.743	0.064	0.138	0.651	-0.040	-0.063	0.007	0.030	-0.017	0.006	0.034	-0.030	-0.014	0.564	0.458	0.618	0.378	0.048	0.231	0.750	0.011	0.743	0.067	0.105	0.658	-0.071	-0.095	0.011	0.750	0.003	0.006	0.010	0.006	0.035	-0.029	-0.013	0.076	-0.016	
-0.000	-0.009	-0.062	-0.015	-0.018	0.002	0.128	0.045	0.725	-0.048	-0.058	0.006	0.745	0.066	0.118	0.653	-0.048	-0.058	0.006	0.033	-0.020	0.005	0.022	-0.037	-0.017	0.394	0.508	0.402	0.508	0.043	0.231	0.720	0.016	0.745	0.068	0.097	0.657	-0.049	-0.065	0.007	0.726	0.012	0.004	0.006	0.005	0.021	-0.037	-0.016	0.047	0.006	
0.000	-0.009	-0.061	-0.012	-0.015	0.001	0.116	0.031	0.723	-0.039	-0.049	0.002	0.747	0.066	0.100	0.654	-0.039	-0.049	0.002	0.035	-0.023	0.004	0.012	-0.042	-0.016	0.392	0.482	0.406	0.474	0.043	0.228	0.710	0.017	0.746	0.069	0.093	0.656	-0.016	-0.031	0.003	0.719	0.012	0.004	0.006	0.018	0.012	-0.041	-0.016	0.047	0.006	
0.000	-0.010	-0.060	-0.005	-0.011	0.000	0.110	0.023	0.721	-0.018	-0.032	0.001	0.748	0.067	0.089	0.655	-0.018	-0.032	0.001	0.037	-0.026	0.003	0.005	-0.044	-0.015	0.516	0.344	0.604	0.250	0.044	0.228	0.710	0.016	0.747	0.071	0.087	0.655	0.002	-0.015	0.002	0.714	0.012	0.004	0.006	0.009	0.005	-0.044	-0.015	0.047	0.006	
0.007	-0.005	-0.049	0.000	-0.001	0.000	0.109	0.019	0.721	0.001	0.003	-0.000	0.748	0.069	0.085	0.654	0.001	0.003	-0.000	0.037	-0.030	0.002	-0.002	-0.037	0.001	0.458	0.472	0.492	0.464	0.041	0.228	0.730	0.006	0.749	0.061	0.089	0.654	-0.011	0.024	-0.002	0.736	0.012	0.004	0.007	0.007	-0.001	-0.037	0.000	0.047	0.006	
0.007	-0.005	-0.055	-0.002	0.009	-0.001	0.108	0.022	0.721	-0.010	0.027	-0.003	0.748	0.067	0.087	0.654	-0.010	0.027	-0.003	0.037	-0.033	0.003	-0.011	-0.027	0.014	0.528	0.592	0.518	0.616	0.031	0.228	0.780	-0.011	0.750	0.048	0.089	0.654	-0.039	0.047	-0.004	0.785	0.007	0.001	0.008	0.006	-0.010	-0.027	0.013	0.037	0.010	
0.007	-0.006	-0.059	-0.010	0.009	-0.001	0.102	0.030	0.722	-0.032	0.031	-0.003	0.748	0.057	0.090	0.655	-0.032	0.031	-0.003	0.035	-0.035	0.004	-0.020	-0.019	0.019	0.702	0.540	0.700	0.524	0.027	0.228	0.800	-0.018	0.750	0.039	0.085	0.655	-0.059	0.031	-0.003	0.810	0.007	0.001	0.006	0.003	-0.019	-0.019	0.019	0.037	0.010	
0.006	-0.007	-0.061	-0.013	0.009	-0.000	0.093	0.038	0.723	-0.044	0.030	-0.001	0.748	0.044	0.090	0.656	-0.044	0.030	-0.001	0.033	-0.036	0.006	-0.028	-0.014	0.020	0.662	0.638	0.648	0.632	0.030	0.228	0.820	-0.020	0.749	0.033	0.079	0.657	-0.056	0.003	-0.000	0.823	0.007	0.001	0.006	0.013	-0.027	-0.013	0.020	0.037	0.010	
0.006	-0.007	-0.062	-0.012	0.003	0.000	0.082	0.042	0.724	-0.038	0.008	0.001	0.748	0.033	0.085	0.657	-0.038	0.008	0.001	0.030	-0.037	0.008	-0.033	-0.010	0.019	0.586	0.728	0.624	0.690	0.034	0.228	0.820	-0.020	0.749	0.029	0.076	0.658	-0.038	-0.013	0.001	0.829	0.007	0.001	0.008	0.003	-0.032	-0.010	0.019	0.037	0.010	
-0.005	0.003	-0.075	-0.006	-0.006	0.000	0.076	0.042	0.724	-0.026	-0.027	0.000	0.748	0.029	0.082	0.658	-0.026	-0.027	0.000	0.026	-0.038	0.009	-0.053	-0.021	0.003	0.672	0.564	0.490	0.718	0.048	0.228	0.800	-0.009	0.749	0.025	0.041	0.661	-0.091	-0.081	0.004	0.801	0.005	0.002	0.004	0.005	-0.053	-0.020	0.003	0.031	-0.014	
-0.004	0.002	-0.067	-0.038	-0.022	0.002	0.052	0.031	0.724	-0.122	-0.069	0.005	0.749	0.018	0.057	0.660	-0.122	-0.069	0.005	0.020	-0.041	0.008	-0.073	-0.033	-0.007	0.552	0.488	0.650	0.404	0.072	0.228	0.760	0.004	0.749	0.021	0.012	0.662	-0.113	-0.128	0.005	0.760	0.005	0.002	0.005	0.015	-0.071	-0.032	-0.006	0.031	-0.014	
-0.003	0.001	-0.062	-0.014	-0.022	0.001	0.034	0.012	0.723	-0.046	-0.072	0.002	0.750	0.018	0.031	0.661	-0.046	-0.072	0.002	0.013	-0.045	0.007	-0.083	-0.040	-0.010	0.422	0.546	0.390	0.590	0.089	0.228	0.740	0.009	0.749	0.020	-0.002	0.662	-0.072	-0.097	0.002	0.743	0.005	0.002	0.006	0.024	-0.083	-0.040	-0.009	0.031	-0.014	
-0.003	0.001	-0.061	-0.016	-0.022	0.000	0.020	-0.007	0.722	-0.054	-0.074	0.001	0.750	0.020	0.008	0.661	-0.054	-0.074	0.001	0.004	-0.049	0.006	-0.091	-0.044	-0.010	0.570	0.380	0.560	0.384	0.103	0.228	0.730	0.009	0.750	0.011	-0.023	0.661	-0.055	-0.019	0.000	0.737	0.004	0.001	0.006	0.002	-0.090	-0.043	-0.009	0.097	0.015	
-0.003	0.000	-0.061	-0.013	-0.014	0.000	0.009	-0.020	0.722	-0.043	-0.041	0.001	0.750	0.020	-0.010	0.661	-0.043	-0.041	0.001	-0.005	-0.053	0.005	-0.094	-0.044	-0.009	0.390	0.568	0.722	0.240	0.087	0.228	0.740	0.007	0.750	0.010	0.017	0.661	0.067	0.109	-0.001	0.740	0.004	0.001	0.005	0.019	-0.094	-0.043	-0.008	0.097	0.015	
0.017	-0.018	-0.060	-0.014	0.001	-0.001	-0.004	-0.027	0.722	-0.041	0.009	-0.004	0.750	0.015	-0.023	0.661	-0.041	0.009	-0.004	-0.013	-0.057	0.004	-0.068	-0.021	-0.005	0.522	0.440	0.466	0.582	0.046	0.228	0.750	0.004	0.750	0.009	0.066	0.658	0.123	0.197	-0.005	0.752	0.004	0.001	0.003	0.013	-0.070	-0.022	-0.005	0.097	0.015	
0.016	-0.018	-0.063	0.049	0.028	-0.000	0.019	-0.015	0.723	0.159	0.092	-0.002	0.750	0.024	0.002	0.661	0.159	0.092	-0.002	-0.018	-0.058	0.004	-0.037	0.006	-0.005	0.612	0.418	0.650	0.272	0.030	0.228	0.740	0.008	0.750	0.004	0.089	0.655	0.077	0.177	-0.008	0.744	0.004	0.001	0.004	0.005	-0.036	0.006	-0.004	0.097	0.015	
0.016	-0.018	-0.062	0.021	0.041	-0.001	0.041	0.017	0.722	0.040	0.131	-0.010	0.750	0.019	0.039	0.660	0.040	0.131	-0.010	-0.020	-0.056	0.003	-0.011	0.030	-0.010	0.468	0.426	0.490	0.432	0.040	0.228	0.720	0.014	0.749	0.004	0.106	0.653	0.070	0.107	-0.006	0.726	0.016	0.006	0.003	0.002	-0.013	0.028	-0.009	0.036	0.004	
0.015	-0.017	-0.061	0.009	0.027	-0.001	0.067	0.076	0.726	0.031	0.086	-0.003	0.747	-0.000	0.101	0.657	0.031	0.086	-0.003	-0.021	-0.053	0.001	0.007	0.045	-0.016	0.294	0.538	0.338	0.482	0.054	0.231	0.700	0.020	0.748	0.004	0.116	0.654	0.050	0.043	-0.003	0.705	0.016	0.006	0.002	0.006	0.007	0.044	-0.016	0.036	0.004	
0.008	-0.006	-0.056	0.013	0.009	0.000	0.077	0.090	0.728	0.041	0.026	0.001	0.746	-0.002	0.118	0.656	0.041	0.026	0.001	-0.021	-0.048	-0.000	0.022	0.054	-0.022	0.428	0.354	0.344	0.430	0.060	0.231	0.690	0.020	0.746	0.001	0.110	0.657	0.002	-0.017	0.001	0.695	0.016	0.006	0.004	0.016	0.021	0.053	-0.021	0.036	0.004	
0.008	-0.007	-0.057	-0.011	-0.006	0.000	0.075	0.091	0.729	-0.035	-0.018	0.000	0.746	-0.004	0.117	0.656	-0.035	-0.018	0.000	-0.019	-0.043	-0.002	0.022	0.054	-0.017	0.412	0.416	0.458	0.358	0.055	0.231	0.700	0.012	0.746	-0.003	0.103	0.658	-0.032	-0.041	0.003	0.706	0.016	0.006	0.005	0.006	0.017	0.051	-0.010	0.036	0.004	
0.008	-0.007	-0.058	-0.002	-0.008	0.001	0.070	0.084	0.728	-0.007	-0.026	0.003	0.746	-0.003	0.109	0.657	-0.007	-0.026	0.003	-0.017	-0.033	-0.005	0.014	0.049	-0.006	0.426	0.428	0.442	0.424	0.052	0.231	0.710	0.007	0.746	-0.006	0.103	0.658	-0.019	-0.016	0.001	0.716	0.006	0.003	0.005	0.022	0.014	0.048	-0.006	0.058	0.019	
0.008	-0.007	-0.059	-0.004	-0.005	0.000	0.068	0.078	0.728	-0.013	-0.016	0.001	0.746	-0.002	0.103	0.658	-0.013	-0.016	0.001	-0.016	-0.027	-0.006	0.012	0.048	-0.004	0.444	0.426	0.478	0.408	0.050	0.231	0.710	0.005	0.746	-0.010	0.105	0.658	-0.018	0.021	-0.001	0.720	0.006	0.003	0.000	0.007	0.011	0.048	-0.004	0.058	0.019	
0.008	-0.007	-0.060	-0.003	0.003	-0.000	0.065	0.078	0.728	-0.008	0.010	-0.001	0.746	-0.003	0.101	0.658	-0.008	0.010	-0.001	-0.015	-0.023	-0.006	0.009	0.048	-0.003	0.490	0.388	0.514	0.382	0.049	0.231	0.720	0.003	0.746	-0.015	0.108	0.657	-0.015	0.041	-0.002	0.722	0.006	0.003	0.002	0.001	0.009	0.047	-0.002	0.058	0.019	
0.002	-0.013	-0.056	-0.004	0.008	-0.000	0.063	0.083	0.728	-0.011	0.025	-0.002	0.746	-0.009	0.104	0.658	-0.011	0.025	-0.002	-0.015	-0.018	-0.007	0.015	0.038	0.004	0.386	0.544	0.498	0.420	0.045	0.231	0.730	-0.001	0.746	-0.003	0.109	0.657	0.024	0.006	-0.000	0.731	0.006	0.003	0.003	0.027	0.014	0.039	0.003	0.058	0.019	
