1.077	0.010	0.324	1.862	0.000	0.373	0.947	0.176	
1.755	0.000	0.100	1.774	0.010	0.500	1.441	0.217	
1.606	0.000	0.100	2.325	0.010	0.410	1.498	0.040	
1.336	0.000	0.451	1.152	0.000	0.100	1.414	0.400	
1.800	0.010	0.357	1.961	0.010	0.100	1.532	0.040	
1.808	0.000	0.500	1.529	0.000	0.176	1.955	0.040	
1.672	0.010	0.500	1.706	0.010	0.127	1.301	0.400	
2.633	0.010	0.500	1.567	0.010	0.177	2.140	0.400	
1.894	0.010	0.454	1.298	0.000	0.370	2.250	0.375	
2.330	0.000	0.500	1.964	0.010	0.278	1.739	0.393	
1.785	0.010	0.100	1.839	0.010	0.252	2.375	0.187	
1.532	0.000	0.274	1.584	0.000	0.100	1.813	0.246	
1.837	0.000	0.500	1.228	0.010	0.251	1.927	0.040	
0.655	0.000	0.100	1.487	0.000	0.491	1.721	0.040	
0.883	0.010	0.100	1.477	0.010	0.500	1.511	0.227	
1.909	0.010	0.100	1.046	0.000	0.100	1.556	0.400	
1.735	0.000	0.500	1.891	0.010	0.425	2.033	0.040	
1.983	0.010	0.500	1.844	0.000	0.500	1.848	0.241	
0.996	0.000	0.100	2.140	0.010	0.168	1.302	0.040	
2.045	0.010	0.100	1.490	0.000	0.500	1.415	0.122	
1.944	0.000	0.100	1.834	0.000	0.170	1.394	0.400	
1.621	0.000	0.100	2.021	0.000	0.500	2.062	0.040	
0.759	0.010	0.271	1.999	0.000	0.500	1.984	0.041	
1.700	0.010	0.444	2.350	0.010	0.189	1.845	0.363	
1.420	0.000	0.500	2.370	0.000	0.100	1.112	0.400	
1.432	0.000	0.500	1.440	0.010	0.100	1.533	0.040	
1.446	0.000	0.349	1.804	0.010	0.500	2.049	0.141	
2.313	0.010	0.500	1.169	0.000	0.500	1.515	0.391	
1.871	0.000	0.335	1.670	0.010	0.273	2.096	0.400	
2.329	0.000	0.210	1.851	0.000	0.100	1.207	0.392	
1.363	0.010	0.500	1.850	0.000	0.231	1.556	0.040	
1.523	0.010	0.112	1.623	0.000	0.429	0.859	0.040	
1.897	0.000	0.500	1.779	0.000	0.193	2.002	0.329	
1.753	0.010	0.500	1.804	0.000	0.100	1.834	0.040	
2.516	0.010	0.474	1.155	0.010	0.100	1.858	0.349	
1.444	0.000	0.500	1.569	0.010	0.443	1.723	0.275	
1.821	0.010	0.263	1.872	0.000	0.164	1.319	0.135	
1.272	0.010	0.347	2.230	0.000	0.389	1.309	0.259	
1.600	0.000	0.500	1.896	0.010	0.100	1.531	0.400	
2.393	0.000	0.345	1.429	0.010	0.327	1.352	0.040	
1.627	0.000	0.100	1.696	0.000	0.100	1.469	0.040	
1.791	0.000	0.224	1.406	0.000	0.358	2.027	0.400	
1.314	0.010	0.496	1.014	0.000	0.266	2.375	0.193	
1.550	0.010	0.327	1.100	0.010	0.444	1.488	0.040	
1.905	0.000	0.216	1.859	0.000	0.206	1.646	0.400	
1.393	0.010	0.354	1.705	0.000	0.500	1.584	0.138	
1.250	0.000	0.100	2.135	0.000	0.500	1.370	0.040	
1.818	0.000	0.401	0.859	0.000	0.314	1.413	0.103	
1.663	0.000	0.155	1.555	0.010	0.100	1.445	0.040	
1.445	0.000	0.221	1.918	0.000	0.500	1.967	0.400	
1.229	0.010	0.149	1.542	0.010	0.100	1.947	0.040	
1.288	0.000	0.500	2.041	0.010	0.500	1.262	0.400	
1.288	0.000	0.100	1.447	0.010	0.100	1.899	0.040	
1.688	0.000	0.500	1.910	0.010	0.446	1.403	0.040	
1.890	0.010	0.183	1.833	0.010	0.472	2.090	0.040	
1.346	0.010	0.150	1.260	0.000	0.103	1.922	0.400	
1.460	0.000	0.280	1.317	0.010	0.497	1.792	0.086	
1.493	0.010	0.216	1.688	0.010	0.500	1.511	0.150	
2.644	0.000	0.476	1.163	0.000	0.100	1.421	0.130	
1.560	0.000	0.135	1.454	0.010	0.500	1.658	0.400	
1.818	0.000	0.100	1.573	0.010	0.100	1.709	0.400	
2.273	0.000	0.249	1.495	0.010	0.220	2.234	0.392	
1.705	0.010	0.100	1.343	0.000	0.219	2.156	0.287	
2.046	0.000	0.211	1.412	0.000	0.500	2.058	0.400	
1.845	0.010	0.100	1.242	0.000	0.500	2.195	0.400	
1.164	0.010	0.192	1.598	0.000	0.100	1.445	0.210	
1.201	0.010	0.100	1.413	0.000	0.500	1.426	0.040	
1.830	0.010	0.100	1.934	0.010	0.104	1.849	0.341	
1.477	0.000	0.100	1.947	0.010	0.500	1.815	0.400	
1.668	0.000	0.275	1.433	0.000	0.213	1.840	0.040	
1.723	0.005	0.100	1.678	0.010	0.324	1.167	0.266	
0.870	0.000	0.100	1.837	0.010	0.248	1.091	0.400	
1.833	0.000	0.254	1.311	0.000	0.500	2.264	0.397	
1.450	0.000	0.500	1.982	0.010	0.378	1.728	0.400	
1.531	0.000	0.100	1.999	0.000	0.500	1.404	0.229	
1.136	0.010	0.274	1.600	0.010	0.451	2.038	0.400	
1.640	0.010	0.309	1.718	0.010	0.233	1.630	0.400	
2.196	0.000	0.232	1.680	0.000	0.500	2.196	0.389	
1.576	0.000	0.100	1.934	0.000	0.100	1.952	0.040	
1.855	0.003	0.445	1.324	0.010	0.100	1.661	0.040	
1.829	0.010	0.436	1.546	0.010	0.100	1.984	0.040	
2.037	0.010	0.500	1.987	0.000	0.500	2.196	0.040	
1.871	0.010	0.109	1.389	0.010	0.100	2.067	0.301	
1.222	0.000	0.100	1.333	0.010	0.325	1.297	0.095	
1.750	0.000	0.500	0.768	0.000	0.500	1.417	0.040	
1.650	0.010	0.147	1.481	0.000	0.500	1.532	0.040	
1.896	0.000	0.500	2.275	0.010	0.500	2.221	0.162	
1.725	0.010	0.100	2.551	0.010	0.300	1.087	0.040	
1.741	0.000	0.100	0.891	0.000	0.500	0.799	0.388	
1.812	0.010	0.500	1.636	0.010	0.262	1.335	0.400	
1.796	0.010	0.100	1.876	0.010	0.448	1.285	0.040	
1.618	0.000	0.223	2.067	0.000	0.100	1.630	0.400	
1.813	0.010	0.100	1.638	0.000	0.430	2.065	0.369	
2.310	0.000	0.100	2.144	0.010	0.389	2.043	0.400	
1.220	0.010	0.119	1.422	0.010	0.109	1.507	0.040	
1.808	0.010	0.387	1.907	0.010	0.285	1.500	0.400	
1.665	0.000	0.500	1.042	0.000	0.286	1.527	0.317	
1.448	0.010	0.100	1.680	0.000	0.255	1.440	0.040	
2.217	0.000	0.179	1.652	0.010	0.500	1.981	0.244	
1.426	0.000	0.241	1.989	0.000	0.400	1.610	0.064	
1.340	0.010	0.296	1.526	0.000	0.500	2.026	0.090	
1.161	0.010	0.500	1.336	0.000	0.100	1.397	0.400	
1.598	0.000	0.235	1.269	0.010	0.100	1.643	0.040	
1.646	0.000	0.500	1.349	0.010	0.500	1.454	0.040	
1.838	0.000	0.100	2.027	0.010	0.500	2.230	0.040	
1.858	0.010	0.500	1.413	0.010	0.233	1.683	0.400	
2.052	0.010	0.100	2.188	0.010	0.500	1.621	0.208	
1.447	0.000	0.296	1.955	0.010	0.182	0.807	0.040	
1.965	0.000	0.267	1.906	0.010	0.480	2.011	0.400	
1.650	0.000	0.185	0.994	0.000	0.500	1.220	0.400	
2.062	0.000	0.363	1.455	0.000	0.385	1.957	0.296	
1.703	0.000	0.455	1.936	0.000	0.100	1.989	0.089	
1.111	0.000	0.500	1.787	0.000	0.100	1.587	0.040	
1.520	0.010	0.418	1.697	0.000	0.386	1.440	0.271	
1.587	0.010	0.500	1.844	0.010	0.100	2.013	0.241	
1.732	0.010	0.100	1.602	0.010	0.325	1.164	0.400	
1.432	0.010	0.100	2.010	0.000	0.500	1.011	0.040	
1.463	0.010	0.100	1.024	0.010	0.100	1.538	0.236	
1.253	0.010	0.100	1.253	0.010	0.100	1.360	0.192	
1.992	0.010	0.500	1.907	0.000	0.500	1.829	0.320	
2.359	0.000	0.332	1.515	0.010	0.349	1.488	0.107	
1.715	0.010	0.100	1.811	0.010	0.500	1.792	0.040	
1.644	0.000	0.500	1.843	0.010	0.100	1.704	0.079	
1.634	0.000	0.121	1.358	0.010	0.500	2.084	0.209	
1.490	0.010	0.398	1.760	0.000	0.100	1.642	0.040	
0.711	0.000	0.157	1.110	0.010	0.208	1.466	0.040	
2.245	0.000	0.499	1.873	0.010	0.202	1.523	0.400	
1.373	0.000	0.238	1.266	0.000	0.500	1.743	0.040	
2.150	0.010	0.214	1.918	0.000	0.100	1.269	0.317	
1.695	0.010	0.410	1.792	0.010	0.394	2.114	0.040	
1.602	0.010	0.100	1.781	0.010	0.100	1.813	0.297	
1.876	0.000	0.117	1.655	0.000	0.500	1.649	0.380	
1.498	0.010	0.170	1.726	0.000	0.135	1.672	0.400	
1.322	0.000	0.500	1.403	0.010	0.500	1.970	0.355	
1.400	0.000	0.500	1.814	0.010	0.100	1.697	0.400	
1.700	0.010	0.215	1.217	0.000	0.100	1.750	0.040	
1.263	0.010	0.500	1.174	0.000	0.500	1.594	0.040	
1.698	0.010	0.495	1.161	0.010	0.500	2.374	0.040	
1.663	0.000	0.100	2.459	0.000	0.414	1.225	0.040	
1.747	0.000	0.114	1.302	0.000	0.100	1.793	0.400	
1.709	0.010	0.100	1.668	0.000	0.500	1.483	0.040	
1.296	0.010	0.500	1.860	0.010	0.500	1.500	0.040	
1.575	0.000	0.404	1.688	0.010	0.100	1.888	0.400	
0.882	0.010	0.500	1.961	0.000	0.108	1.619	0.246	
1.451	0.000	0.163	1.716	0.000	0.180	1.255	0.400	
1.095	0.000	0.172	1.654	0.000	0.311	1.857	0.040	
1.981	0.000	0.500	2.093	0.010	0.193	2.175	0.400	
1.967	0.000	0.253	2.219	0.000	0.100	1.765	0.400	
0.860	0.000	0.100	1.596	0.000	0.405	1.292	0.103	
1.719	0.010	0.333	1.975	0.010	0.100	1.985	0.400	
1.503	0.010	0.100	1.341	0.010	0.100	2.015	0.400	
1.675	0.010	0.500	1.526	0.000	0.100	1.447	0.040	
1.503	0.010	0.500	1.562	0.000	0.100	1.922	0.040	
1.545	0.010	0.233	0.941	0.000	0.246	1.983	0.400	
1.727	0.010	0.100	1.929	0.010	0.100	1.740	0.400	
2.191	0.000	0.100	1.716	0.000	0.100	1.524	0.400	
1.728	0.010	0.100	1.118	0.000	0.100	1.184	0.400	
1.735	0.010	0.201	2.095	0.000	0.100	1.046	0.299	
1.679	0.000	0.100	1.312	0.010	0.100	2.042	0.040	
1.346	0.000	0.100	0.921	0.000	0.356	1.366	0.040	
1.667	0.010	0.426	1.391	0.000	0.338	1.995	0.400	
1.069	0.010	0.464	1.690	0.000	0.363	1.481	0.043	
1.163	0.010	0.427	1.069	0.010	0.100	1.894	0.400	
1.476	0.000	0.500	1.354	0.010	0.500	1.542	0.333	
1.836	0.010	0.500	1.435	0.000	0.500	1.810	0.319	
1.201	0.010	0.431	1.677	0.000	0.179	1.971	0.349	
1.418	0.000	0.500	1.329	0.008	0.191	0.970	0.400	
1.544	0.000	0.500	2.058	0.000	0.100	1.338	0.196	
1.284	0.010	0.428	1.830	0.000	0.340	1.511	0.400	
2.376	0.000	0.344	1.342	0.000	0.100	1.195	0.400	
1.102	0.000	0.298	2.481	0.010	0.100	1.542	0.065	
1.623	0.010	0.100	1.472	0.010	0.100	1.744	0.400	
1.870	0.000	0.195	2.084	0.010	0.141	1.708	0.283	
1.386	0.010	0.500	1.531	0.010	0.437	1.672	0.040	
1.525	0.000	0.233	1.264	0.000	0.100	1.746	0.040	
2.518	0.000	0.100	1.346	0.010	0.463	0.916	0.400	
1.636	0.000	0.363	1.299	0.010	0.135	1.976	0.281	
1.466	0.010	0.100	1.676	0.000	0.100	1.881	0.390	
2.180	0.000	0.100	1.819	0.010	0.124	1.155	0.061	
1.577	0.000	0.100	1.900	0.000	0.100	2.193	0.400	
1.570	0.000	0.235	1.995	0.010	0.350	1.376	0.122	
1.261	0.010	0.500	1.812	0.010	0.494	2.047	0.308	
1.927	0.000	0.500	2.187	0.010	0.389	1.688	0.040	
1.621	0.010	0.100	1.944	0.010	0.221	1.621	0.400	
1.638	0.010	0.353	0.867	0.010	0.100	1.884	0.040	
1.363	0.000	0.100	1.959	0.010	0.338	2.015	0.040	
1.907	0.010	0.500	2.136	0.000	0.100	1.935	0.400	
1.518	0.000	0.500	1.736	0.010	0.500	1.187	0.040	
1.122	0.010	0.100	2.205	0.000	0.435	0.913	0.400	
1.745	0.010	0.148	1.441	0.000	0.500	1.896	0.385	
1.824	0.000	0.455	2.124	0.000	0.500	2.357	0.040	
2.032	0.010	0.236	2.064	0.010	0.100	1.692	0.040	
1.798	0.010	0.100	1.444	0.010	0.250	1.650	0.155	
1.458	0.000	0.500	2.206	0.010	0.100	1.448	0.400	
1.823	0.000	0.500	1.352	0.010	0.265	2.154	0.053	
1.620	0.010	0.500	1.357	0.000	0.500	1.613	0.040	
1.896	0.010	0.167	1.958	0.010	0.183	1.087	0.400	
1.732	0.000	0.500	2.036	0.000	0.100	2.262	0.184	
1.559	0.000	0.100	2.016	0.010	0.100	1.436	0.096	
1.980	0.000	0.500	1.468	0.010	0.306	1.411	0.400	
1.344	0.010	0.136	1.992	0.010	0.100	2.293	0.040	
1.481	0.000	0.308	2.037	0.000	0.171	0.837	0.040	
1.893	0.010	0.404	1.845	0.010	0.100	2.103	0.381	
1.254	0.000	0.100	1.658	0.000	0.500	1.712	0.320	
2.199	0.010	0.100	1.398	0.010	0.294	2.084	0.240	
1.153	0.010	0.500	1.766	0.000	0.500	1.826	0.400	
1.289	0.000	0.178	1.590	0.000	0.100	1.918	0.046	
2.331	0.010	0.404	1.409	0.010	0.410	1.715	0.040	
1.730	0.000	0.500	1.159	0.000	0.500	1.386	0.400	
1.978	0.000	0.100	1.463	0.000	0.100	1.316	0.040	
1.286	0.000	0.200	1.662	0.010	0.361	1.399	0.040	
1.926	0.010	0.475	1.837	0.000	0.100	1.713	0.142	
1.837	0.000	0.500	1.772	0.010	0.500	1.815	0.040	
1.244	0.000	0.500	1.554	0.010	0.263	1.580	0.400	
1.749	0.000	0.500	1.598	0.010	0.500	1.535	0.168	
1.015	0.000	0.162	1.149	0.000	0.100	1.691	0.295	
1.561	0.000	0.100	0.862	0.000	0.253	1.907	0.040	
1.311	0.000	0.100	0.920	0.010	0.181	2.248	0.040	
2.050	0.000	0.398	1.410	0.000	0.100	2.246	0.400	
2.013	0.010	0.500	1.789	0.010	0.100	1.260	0.195	
1.914	0.010	0.307	1.647	0.000	0.500	1.890	0.299	
1.006	0.000	0.271	2.137	0.000	0.500	2.209	0.338	
2.009	0.010	0.100	1.547	0.000	0.500	0.839	0.356	
1.298	0.000	0.100	1.590	0.010	0.500	1.558	0.040	
2.057	0.000	0.500	1.637	0.010	0.500	2.486	0.143	
1.352	0.000	0.100	1.038	0.000	0.500	1.626	0.263	
2.044	0.000	0.401	1.466	0.010	0.313	1.654	0.400	
2.116	0.010	0.250	1.862	0.010	0.100	1.274	0.332	
1.682	0.010	0.500	1.304	0.010	0.470	1.765	0.400	
1.491	0.000	0.500	1.434	0.000	0.250	1.534	0.133	
1.746	0.000	0.386	1.194	0.010	0.304	2.227	0.347	
1.348	0.010	0.289	1.754	0.000	0.124	1.569	0.040	
2.037	0.000	0.500	1.245	0.000	0.309	2.074	0.400	
1.617	0.000	0.392	1.753	0.000	0.500	1.988	0.332	
1.205	0.010	0.396	2.132	0.010	0.500	1.601	0.197	
1.081	0.000	0.407	2.000	0.010	0.100	1.951	0.400	
1.266	0.000	0.107	1.471	0.000	0.500	1.733	0.400	
1.793	0.000	0.403	1.405	0.010	0.100	1.561	0.400	
1.859	0.000	0.500	1.205	0.000	0.500	1.951	0.040	
2.336	0.010	0.409	1.923	0.010	0.500	1.695	0.314	
1.508	0.000	0.283	1.996	0.010	0.100	1.552	0.362	
2.124	0.000	0.100	1.890	0.010	0.161	1.535	0.102	
1.623	0.000	0.500	1.111	0.000	0.500	1.584	0.299	
1.559	0.010	0.364	1.224	0.010	0.100	1.442	0.040	
1.425	0.000	0.500	1.792	0.000	0.100	1.668	0.358	
1.830	0.000	0.465	1.655	0.000	0.288	1.684	0.272	
1.453	0.000	0.100	1.685	0.010	0.500	1.729	0.040	
1.876	0.000	0.500	1.977	0.000	0.500	1.447	0.400	
1.784	0.000	0.344	1.811	0.000	0.113	1.637	0.040	
1.006	0.010	0.100	1.969	0.010	0.100	1.494	0.040	
1.055	0.010	0.500	1.352	0.010	0.500	1.862	0.400	
1.721	0.010	0.500	2.278	0.010	0.268	1.389	0.040	
2.045	0.000	0.100	1.897	0.000	0.215	1.150	0.040	
1.829	0.010	0.463	1.507	0.010	0.100	2.273	0.400	
1.573	0.010	0.100	1.887	0.000	0.268	1.385	0.270	
1.316	0.000	0.328	1.434	0.000	0.221	1.030	0.040	
1.601	0.010	0.147	1.395	0.010	0.100	1.465	0.040	
1.789	0.010	0.100	1.993	0.000	0.500	2.006	0.149	
1.581	0.000	0.100	1.967	0.000	0.182	1.550	0.095	
1.540	0.000	0.388	2.191	0.000	0.188	1.424	0.400	
2.148	0.010	0.100	1.115	0.000	0.500	1.665	0.400	
2.143	0.010	0.399	2.072	0.000	0.500	1.840	0.301	
1.632	0.000	0.500	1.398	0.010	0.500	1.599	0.383	
1.329	0.000	0.270	1.444	0.000	0.500	1.537	0.368	
1.786	0.000	0.500	1.574	0.010	0.100	1.354	0.400	
1.340	0.000	0.500	1.604	0.000	0.437	1.118	0.058	
1.536	0.010	0.100	1.538	0.000	0.303	1.639	0.040	
1.754	0.010	0.100	1.170	0.010	0.201	2.200	0.040	
1.418	0.010	0.191	1.871	0.010	0.362	2.356	0.040	
1.062	0.000	0.500	2.044	0.000	0.100	1.592	0.040	
1.336	0.010	0.357	1.744	0.010	0.303	1.962	0.040	
1.595	0.010	0.500	1.762	0.010	0.500	1.977	0.400	
1.579	0.010	0.362	1.432	0.000	0.100	1.642	0.400	
1.269	0.010	0.100	1.750	0.010	0.275	1.304	0.040	
1.519	0.010	0.140	1.351	0.010	0.149	1.362	0.395	
1.699	0.010	0.298	1.251	0.000	0.500	1.703	0.040	
1.788	0.010	0.500	2.131	0.000	0.500	1.908	0.366	
1.542	0.010	0.306	1.750	0.010	0.430	1.800	0.067	
2.123	0.000	0.100	1.879	0.010	0.500	1.930	0.376	
1.969	0.000	0.100	1.453	0.010	0.100	1.389	0.400	
1.555	0.000	0.365	1.761	0.010	0.500	0.486	0.400	
1.996	0.010	0.100	1.535	0.000	0.100	1.579	0.072	
1.207	0.010	0.500	1.272	0.010	0.271	0.986	0.055	
2.193	0.000	0.100	1.377	0.010	0.100	1.530	0.400	
1.715	0.000	0.500	1.722	0.010	0.500	2.296	0.155	
2.052	0.000	0.259	1.719	0.000	0.500	2.172	0.388	
1.510	0.000	0.100	2.000	0.000	0.500	1.624	0.040	
2.042	0.010	0.372	1.267	0.000	0.500	1.331	0.040	
2.016	0.010	0.499	1.616	0.000	0.500	1.617	0.270	
2.030	0.010	0.100	1.330	0.000	0.337	1.813	0.400	
2.041	0.010	0.181	1.376	0.000	0.347	1.764	0.135	
1.870	0.010	0.230	1.880	0.010	0.100	2.326	0.400	
1.673	0.000	0.500	1.325	0.000	0.500	0.953	0.354	
1.607	0.000	0.355	1.685	0.000	0.500	1.814	0.040	
2.120	0.010	0.100	1.470	0.000	0.100	1.703	0.040	
1.347	0.010	0.100	2.061	0.000	0.100	1.738	0.040	
1.520	0.010	0.100	1.766	0.000	0.500	1.458	0.127	
1.636	0.000	0.266	1.300	0.010	0.171	2.175	0.188	
